url,id,cyclomatic_complexity,conditional_statements,physical_lines,non_blank_lines,lines_of_code,statements,if_statements,switch_statements,case_labels,ternary_expressions,loops,catch_clauses,boolean_operators,max_nesting_depth,method_calls,return_statements,throw_statements,break_continue,variable_declarations,distinct_variables,field_variables,parameter_variables,local_variables,unresolved_names,ast_nodes
https://github.com/maxmind/geoip-api-java/blob/0ed8a38981512667533d47204486aae0278a1bc8/src/main/java/com/maxmind/geoip/regionName.java#L11-L23,maxmind-geoip-api-java-0ed8a38981512667533d47204486aae0278a1bc8-regionName-L11_L23,13,2,13,12,11,4,2,0,0,0,0,0,10,2,16,0,0,0,0,2,0,1,1,0,187
https://github.com/maxmind/geoip-api-java/blob/0ed8a38981512667533d47204486aae0278a1bc8/src/main/java/com/maxmind/geoip/timeZone.java#L33-L81,maxmind-geoip-api-java-0ed8a38981512667533d47204486aae0278a1bc8-timeZone-L33_L81,25,24,49,49,49,48,24,0,0,0,0,0,0,24,24,0,0,0,0,2,0,1,1,0,288
https://github.com/magdel/MapNav/blob/97c4f93f02a56aa1ce2b2ffc8d0cd41ed150e9b3/src/main/java/RPMap/MapCanvas.java#L1732-L1734,magdel-MapNav-97c4f93f02a56aa1ce2b2ffc8d0cd41ed150e9b3-MapCanvas-L1732_L1734,4,3,3,3,3,3,0,0,0,3,0,0,0,0,2,0,0,0,1,5,2,0,3,3,97
https://github.com/messai-engineering/Yuga/blob/40b006970e6e9a1eb5fc13e739f22232c683a965/src/main/java/com/twelfthmile/yuga/Yuga.java#L239-L245,messai-engineering-Yuga-40b006970e6e9a1eb5fc13e739f22232c683a965-Yuga-L239_L245,6,3,7,7,7,7,3,0,0,0,0,0,2,2,7,1,0,0,0,5,0,2,3,1,74
https://github.com/pvto/konte-art/blob/03c969d8fd62ba3c7175a840e6a785049183f4b6/src/main/java/org/konte/parse/Parser.java#L611-L613,pvto-konte-art-03c969d8fd62ba3c7175a840e6a785049183f4b6-Parser-L611_L613,2,1,3,3,3,3,1,0,0,0,0,0,0,1,2,0,1,0,1,4,2,0,2,0,27
https://github.com/tud-fop/j-Algo/blob/f59fbbd9ccc3f41d6866fda44324622e2b47eef2/src/main/java/c00/parser/C00Parser.java#L1146-L1155,tud-fop-j-Algo-f59fbbd9ccc3f41d6866fda44324622e2b47eef2-C00Parser-L1146_L1155,2,1,10,9,9,6,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,1,5,38
https://github.com/tud-fop/j-Algo/blob/f59fbbd9ccc3f41d6866fda44324622e2b47eef2/src/main/java/c00/parser/C00Lexer.java#L1628-L1633,tud-fop-j-Algo-f59fbbd9ccc3f41d6866fda44324622e2b47eef2-C00Lexer-L1628_L1633,7,1,6,6,6,3,1,0,0,0,0,0,5,1,0,0,0,0,0,1,0,0,1,1,46
https://github.com/PeterisP/morphology/blob/1195adb7bb994292e5b06f2b20f4feb6191ca951/src/main/java/lv/semti/morphology/analyzer/Mijas.java#L122-L125,PeterisP-morphology-1195adb7bb994292e5b06f2b20f4feb6191ca951-Mijas-L122_L125,4,3,4,4,4,7,3,0,0,0,0,0,0,3,15,0,0,0,0,2,0,0,2,0,113
https://github.com/mvel/mvel/blob/236d37bc78a158553592afedbbf1aa27815efb78/src/main/java/org/mvel2/compiler/AbstractParser.java#L324-L329,mvel-mvel-236d37bc78a158553592afedbbf1aa27815efb78-AbstractParser-L324_L329,4,1,6,5,5,5,1,0,0,0,1,0,1,2,2,0,0,0,0,4,3,0,1,0,36
https://github.com/3redronin/mu-server/blob/69683cf8009d7a0ac52452fd4b0abe06ffd0bf87/src/main/java/io/muserver/AsyncSsePublisher.java#L174-L178,3redronin-mu-server-69683cf8009d7a0ac52452fd4b0abe06ffd0bf87-AsyncSsePublisher-L174_L178,2,1,5,5,5,3,1,0,0,0,0,0,0,1,2,0,0,0,0,2,0,1,1,0,20
https://github.com/3redronin/mu-server/blob/69683cf8009d7a0ac52452fd4b0abe06ffd0bf87/src/main/java/io/muserver/Http1Response.java#L62-L66,3redronin-mu-server-69683cf8009d7a0ac52452fd4b0abe06ffd0bf87-Http1Response-L62_L66,2,1,5,5,5,3,1,0,0,0,0,0,0,1,4,0,0,0,0,2,0,1,1,0,21
https://github.com/3redronin/mu-server/blob/69683cf8009d7a0ac52452fd4b0abe06ffd0bf87/src/main/java/io/muserver/Http2Connection.java#L355-L359,3redronin-mu-server-69683cf8009d7a0ac52452fd4b0abe06ffd0bf87-Http2Connection-L355_L359,2,0,5,5,5,3,0,0,0,0,0,1,0,2,2,0,0,0,0,3,1,1,1,0,21
https://github.com/3redronin/mu-server/blob/69683cf8009d7a0ac52452fd4b0abe06ffd0bf87/src/main/java/io/muserver/NettyResponseAdaptor.java#L153-L157,3redronin-mu-server-69683cf8009d7a0ac52452fd4b0abe06ffd0bf87-NettyResponseAdaptor-L153_L157,2,1,5,5,5,3,1,0,0,0,0,0,0,1,4,0,0,0,0,2,0,1,1,0,21
https://github.com/3redronin/mu-server/blob/69683cf8009d7a0ac52452fd4b0abe06ffd0bf87/src/main/java/io/muserver/RateLimiterImpl.java#L42-L45,3redronin-mu-server-69683cf8009d7a0ac52452fd4b0abe06ffd0bf87-RateLimiterImpl-L42_L45,2,1,4,4,4,3,1,0,0,0,0,0,0,1,2,0,0,0,1,4,1,0,3,0,22
https://github.com/3redronin/mu-server/blob/69683cf8009d7a0ac52452fd4b0abe06ffd0bf87/src/main/java/io/muserver/RequestBodyReader.java#L147-L152,3redronin-mu-server-69683cf8009d7a0ac52452fd4b0abe06ffd0bf87-RequestBodyReader-L147_L152,2,1,6,6,6,4,1,0,0,0,0,0,0,1,3,0,0,0,0,3,1,2,0,0,26
https://github.com/3redronin/mu-server/blob/69683cf8009d7a0ac52452fd4b0abe06ffd0bf87/src/main/java/io/muserver/RequestBodyReader.java#L71-L76,3redronin-mu-server-69683cf8009d7a0ac52452fd4b0abe06ffd0bf87-RequestBodyReader-L71_L76,3,2,6,6,6,5,2,0,0,0,0,0,0,2,3,0,0,0,0,4,1,3,0,0,30
https://github.com/3redronin/mu-server/blob/69683cf8009d7a0ac52452fd4b0abe06ffd0bf87/src/test/java/io/muserver/AsyncSsePublisherTest.java#L102-L105,3redronin-mu-server-69683cf8009d7a0ac52452fd4b0abe06ffd0bf87-AsyncSsePublisherTest-L102_L105,2,1,4,4,4,3,1,0,0,0,0,0,0,1,2,0,0,0,0,3,0,1,2,0,18
https://github.com/adobe/commerce-cif-magento-graphql/blob/0bc22bb767a8270f94ee04d85ab2571569a146a1/src/main/java/com/adobe/cq/commerce/magento/graphql/ProductFilterInput.java#L1411-L1416,adobe-commerce-cif-magento-graphql-0bc22bb767a8270f94ee04d85ab2571569a146a1-ProductFilterInput-L1411_L1416,2,0,6,6,6,4,0,0,0,0,0,1,0,2,4,0,0,0,1,3,0,1,2,0,44
https://github.com/adobe/commerce-cif-magento-graphql/blob/0bc22bb767a8270f94ee04d85ab2571569a146a1/src/main/java/com/adobe/cq/commerce/magento/graphql/ProductSortInput.java#L1270-L1275,adobe-commerce-cif-magento-graphql-0bc22bb767a8270f94ee04d85ab2571569a146a1-ProductSortInput-L1270_L1275,2,0,6,6,6,4,0,0,0,0,0,1,0,2,4,0,0,0,1,3,0,1,2,0,44
https://github.com/albfernandez/itext2/blob/5ac684e2140a3d9a5b4c34dfd2639dcc87884ad0/src/main/java/com/lowagie/text/html/simpleparser/HTMLWorker.java#L285-L290,albfernandez-itext2-5ac684e2140a3d9a5b4c34dfd2639dcc87884ad0-HTMLWorker-L285_L290,2,1,6,6,6,4,1,0,0,0,0,0,0,1,2,0,0,0,1,4,1,0,3,1,39
https://github.com/albfernandez/itext2/blob/5ac684e2140a3d9a5b4c34dfd2639dcc87884ad0/src/main/java/com/lowagie/text/pdf/codec/BmpImage.java#L401-L415,albfernandez-itext2-5ac684e2140a3d9a5b4c34dfd2639dcc87884ad0-BmpImage-L401_L415,7,4,15,15,15,10,0,1,3,3,0,0,0,1,0,0,0,4,0,8,5,0,3,0,82
https://github.com/albfernandez/itext2/blob/5ac684e2140a3d9a5b4c34dfd2639dcc87884ad0/src/main/java/com/lowagie/text/pdf/codec/TiffImage.java#L494-L502,albfernandez-itext2-5ac684e2140a3d9a5b4c34dfd2639dcc87884ad0-TiffImage-L494_L502,2,0,9,9,9,8,0,0,0,0,1,0,0,1,1,0,0,0,5,6,0,0,6,0,125
https://github.com/albfernandez/itext2/blob/5ac684e2140a3d9a5b4c34dfd2639dcc87884ad0/src/main/java/com/lowagie/text/pdf/PushbuttonField.java#L476-L492,albfernandez-itext2-5ac684e2140a3d9a5b4c34dfd2639dcc87884ad0-PushbuttonField-L476_L492,4,1,17,17,17,12,0,1,3,0,0,0,0,1,5,0,0,4,0,6,4,0,2,1,86
https://github.com/albfernandez/itext2/blob/5ac684e2140a3d9a5b4c34dfd2639dcc87884ad0/src/main/java/com/lowagie/text/xml/SAXiTextHandler.java#L460-L474,albfernandez-itext2-5ac684e2140a3d9a5b4c34dfd2639dcc87884ad0-SAXiTextHandler-L460_L474,6,4,15,15,14,12,4,0,0,0,0,1,0,2,10,0,1,0,0,9,4,2,3,2,119
https://github.com/alfasoftware/soapstone/blob/480e00c3384796efb1b2e69ba611d0234f6af333/src/main/java/org/alfasoftware/soapstone/WebServiceInvoker.java#L99-L103,alfasoftware-soapstone-480e00c3384796efb1b2e69ba611d0234f6af333-WebServiceInvoker-L99_L103,2,0,5,5,5,3,0,0,0,0,0,1,0,2,4,1,1,0,0,3,1,2,0,0,28
https://github.com/alibaba/compileflow/blob/e96a05224f71bf4aa3d9fb37bba85764b2fc153f/src/main/java/com/alibaba/compileflow/engine/common/extension/PluginManager.java#L133-L140,alibaba-compileflow-e96a05224f71bf4aa3d9fb37bba85764b2fc153f-PluginManager-L133_L140,3,1,8,8,8,7,1,0,0,0,0,0,1,1,4,2,0,0,2,3,0,1,2,1,59
https://github.com/alibaba/compileflow/blob/e96a05224f71bf4aa3d9fb37bba85764b2fc153f/src/main/java/com/alibaba/compileflow/engine/common/extension/PluginManager.java#L182-L185,alibaba-compileflow-e96a05224f71bf4aa3d9fb37bba85764b2fc153f-PluginManager-L182_L185,1,0,4,4,4,4,0,0,0,0,0,0,0,0,4,1,0,0,1,2,0,1,1,0,30
https://github.com/alibaba/compileflow/blob/e96a05224f71bf4aa3d9fb37bba85764b2fc153f/src/main/java/com/alibaba/compileflow/engine/common/util/DataType.java#L1023-L1033,alibaba-compileflow-e96a05224f71bf4aa3d9fb37bba85764b2fc153f-DataType-L1023_L1033,3,1,11,11,11,8,1,0,0,0,0,1,0,3,4,1,2,0,3,5,0,2,3,0,77
https://github.com/alibaba/compileflow/blob/e96a05224f71bf4aa3d9fb37bba85764b2fc153f/src/main/java/com/alibaba/compileflow/engine/common/util/DataType.java#L1041-L1047,alibaba-compileflow-e96a05224f71bf4aa3d9fb37bba85764b2fc153f-DataType-L1041_L1047,2,0,7,7,7,5,0,0,0,0,0,1,0,2,3,1,1,0,2,3,0,1,2,0,52
https://github.com/alibaba/compileflow/blob/e96a05224f71bf4aa3d9fb37bba85764b2fc153f/src/main/java/com/alibaba/compileflow/engine/common/util/DataType.java#L1056-L1066,alibaba-compileflow-e96a05224f71bf4aa3d9fb37bba85764b2fc153f-DataType-L1056_L1066,3,1,11,11,11,8,1,0,0,0,0,1,0,2,5,1,1,0,3,4,0,1,3,0,78
https://github.com/apache/commons-codec/blob/634ac7caba17b3610e8fe3dd19f9f05faf4d1f94/src/main/java/org/apache/commons/codec/language/bm/Rule.java#L223-L227,apache-commons-codec-634ac7caba17b3610e8fe3dd19f9f05faf4d1f94-Rule-L223_L227,2,0,5,5,5,3,0,0,0,0,0,1,0,2,5,0,1,0,1,6,0,2,4,0,58
https://github.com/apache/commons-codec/blob/634ac7caba17b3610e8fe3dd19f9f05faf4d1f94/src/main/java/org/apache/commons/codec/language/bm/Rule.java#L532-L533,apache-commons-codec-634ac7caba17b3610e8fe3dd19f9f05faf4d1f94-Rule-L532_L533,2,0,2,2,2,2,0,0,0,0,0,0,1,0,4,1,0,0,0,3,0,1,2,0,29
https://github.com/apache/commons-compress/blob/ca1052f1347e301b46b1224d6b92198699663763/src/test/java/org/apache/commons/compress/archivers/zip/ParallelScatterZipCreatorTest.java#L325-L329,apache-commons-compress-ca1052f1347e301b46b1224d6b92198699663763-ParallelScatterZipCreatorTest-L325_L329,2,0,5,5,5,3,0,0,0,0,0,1,0,2,2,2,0,0,0,1,0,0,1,1,20
https://github.com/apache/commons-imaging/blob/d3b3b534198d2b0b631379515e2b53905b425e70/src/main/java/org/apache/commons/imaging/formats/jpeg/JpegImageParser.java#L391-L407,apache-commons-imaging-d3b3b534198d2b0b631379515e2b53905b425e70-JpegImageParser-L391_L407,5,2,17,16,16,10,1,1,3,0,0,0,0,2,3,0,0,4,2,4,0,0,4,1,61
https://github.com/apache/dubbo-hessian-lite/blob/ca001b4658227d5122f85bcb45032a0dac4faf0d/src/main/java/com/alibaba/com/caucho/hessian/io/Hessian2Input.java#L1106-L1114,apache-dubbo-hessian-lite-ca001b4658227d5122f85bcb45032a0dac4faf0d-Hessian2Input-L1114_L1114,1,0,9,1,1,1,0,0,0,0,0,0,0,0,2,1,0,0,0,2,1,0,1,0,18
https://github.com/apache/dubbo-hessian-lite/blob/ca001b4658227d5122f85bcb45032a0dac4faf0d/src/main/java/com/alibaba/com/caucho/hessian/io/Hessian2Input.java#L1396-L1404,apache-dubbo-hessian-lite-ca001b4658227d5122f85bcb45032a0dac4faf0d-Hessian2Input-L1404_L1404,1,0,9,1,1,1,0,0,0,0,0,0,0,0,2,1,0,0,0,2,1,0,1,0,18
https://github.com/apache/dubbo-hessian-lite/blob/ca001b4658227d5122f85bcb45032a0dac4faf0d/src/main/java/com/alibaba/com/caucho/hessian/io/Hessian2Input.java#L1795-L1797,apache-dubbo-hessian-lite-ca001b4658227d5122f85bcb45032a0dac4faf0d-Hessian2Input-L1795_L1797,2,1,3,3,3,1,0,0,0,1,0,0,0,0,2,1,0,0,0,3,3,0,0,1,22
https://github.com/apache/dubbo-hessian-lite/blob/ca001b4658227d5122f85bcb45032a0dac4faf0d/src/main/java/com/alibaba/com/caucho/hessian/io/Hessian2Input.java#L725-L728,apache-dubbo-hessian-lite-ca001b4658227d5122f85bcb45032a0dac4faf0d-Hessian2Input-L725_L728,1,0,4,4,4,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,21
https://github.com/apache/dubbo-hessian-lite/blob/ca001b4658227d5122f85bcb45032a0dac4faf0d/src/main/java/com/alibaba/com/caucho/hessian/io/Hessian2Input.java#L899-L902,apache-dubbo-hessian-lite-ca001b4658227d5122f85bcb45032a0dac4faf0d-Hessian2Input-L899_L902,1,0,4,4,4,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,22
https://github.com/apache/sling-org-apache-sling-servlets-resolver/blob/75e62e657fc0b2dbbc90287cba23a24116152fce/src/main/java/org/apache/sling/servlets/resolver/internal/bundle/BundledScriptTracker.java#L194-L201,apache-sling-org-apache-sling-servlets-resolver-75e62e657fc0b2dbbc90287cba23a24116152fce-BundledScriptTracker-L194_L201,4,2,8,8,8,5,2,0,0,0,1,0,0,3,3,2,0,0,1,3,0,1,2,0,34
https://github.com/apache/sling-org-apache-sling-servlets-resolver/blob/75e62e657fc0b2dbbc90287cba23a24116152fce/src/main/java/org/apache/sling/servlets/resolver/internal/bundle/BundledScriptTracker.java#L224-L228,apache-sling-org-apache-sling-servlets-resolver-75e62e657fc0b2dbbc90287cba23a24116152fce-BundledScriptTracker-L224_L228,3,1,5,5,5,3,1,0,0,0,1,0,0,2,6,0,0,0,1,4,0,1,3,1,36
https://github.com/apache/sling-org-apache-sling-servlets-resolver/blob/75e62e657fc0b2dbbc90287cba23a24116152fce/src/main/java/org/apache/sling/servlets/resolver/internal/bundle/BundledScriptTracker.java#L260-L268,apache-sling-org-apache-sling-servlets-resolver-75e62e657fc0b2dbbc90287cba23a24116152fce-BundledScriptTracker-L260_L268,2,1,9,9,9,7,1,0,0,0,0,0,0,1,4,1,0,0,3,5,0,1,4,0,59
https://github.com/apache/sling-org-apache-sling-servlets-resolver/blob/75e62e657fc0b2dbbc90287cba23a24116152fce/src/main/java/org/apache/sling/servlets/resolver/internal/bundle/BundledScriptTracker.java#L274-L284,apache-sling-org-apache-sling-servlets-resolver-75e62e657fc0b2dbbc90287cba23a24116152fce-BundledScriptTracker-L274_L284,4,2,11,11,11,8,2,0,0,0,0,0,1,1,6,0,0,0,3,6,0,1,5,1,81
https://github.com/apache/sling-org-apache-sling-servlets-resolver/blob/75e62e657fc0b2dbbc90287cba23a24116152fce/src/main/java/org/apache/sling/servlets/resolver/internal/bundle/BundledScriptTracker.java#L303-L305,apache-sling-org-apache-sling-servlets-resolver-75e62e657fc0b2dbbc90287cba23a24116152fce-BundledScriptTracker-L303_L305,3,1,3,3,3,2,1,0,0,0,0,0,1,1,4,0,0,0,0,4,0,1,3,2,33
https://github.com/apache/sling-org-apache-sling-servlets-resolver/blob/75e62e657fc0b2dbbc90287cba23a24116152fce/src/main/java/org/apache/sling/servlets/resolver/internal/bundle/BundledScriptTracker.java#L492-L496,apache-sling-org-apache-sling-servlets-resolver-75e62e657fc0b2dbbc90287cba23a24116152fce-BundledScriptTracker-L492_L496,2,1,5,5,5,4,1,0,0,0,0,0,0,1,2,2,0,0,1,3,1,1,1,0,28
https://github.com/apache/xmlgraphics-commons/blob/d5d782f9fce99774ef206a4a4437fc86f711d9d9/src/main/java/org/apache/xmlgraphics/image/codec/tiff/TIFFImageEncoder.java#L448-L454,apache-xmlgraphics-commons-d5d782f9fce99774ef206a4a4437fc86f711d9d9-TIFFImageEncoder-L448_L454,2,1,7,6,5,4,1,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,4,0,32
https://github.com/apache/xmlgraphics-commons/blob/d5d782f9fce99774ef206a4a4437fc86f711d9d9/src/main/java/org/apache/xmlgraphics/image/codec/tiff/TIFFImage.java#L1181-L1193,apache-xmlgraphics-commons-d5d782f9fce99774ef206a4a4437fc86f711d9d9-TIFFImage-L1181_L1193,4,1,13,12,12,6,1,0,0,0,2,0,0,2,0,0,0,0,2,8,0,0,8,0,104
https://github.com/apache/xmlgraphics-commons/blob/d5d782f9fce99774ef206a4a4437fc86f711d9d9/src/main/java/org/apache/xmlgraphics/image/codec/tiff/TIFFImage.java#L216-L231,apache-xmlgraphics-commons-d5d782f9fce99774ef206a4a4437fc86f711d9d9-TIFFImage-L216_L231,4,2,16,15,14,9,2,0,0,0,1,0,0,3,3,0,1,0,3,5,1,0,4,2,91
https://github.com/apache/xmlgraphics-commons/blob/d5d782f9fce99774ef206a4a4437fc86f711d9d9/src/main/java/org/apache/xmlgraphics/image/codec/tiff/TIFFImage.java#L931-L943,apache-xmlgraphics-commons-d5d782f9fce99774ef206a4a4437fc86f711d9d9-TIFFImage-L931_L943,2,0,13,13,9,8,0,0,0,0,1,0,0,1,0,0,0,0,1,10,1,0,9,0,104
https://github.com/apache/xmlgraphics-commons/blob/d5d782f9fce99774ef206a4a4437fc86f711d9d9/src/main/java/org/apache/xmlgraphics/image/codec/tiff/TIFFImage.java#L954-L966,apache-xmlgraphics-commons-d5d782f9fce99774ef206a4a4437fc86f711d9d9-TIFFImage-L954_L966,2,0,13,13,9,8,0,0,0,0,1,0,0,1,0,0,0,0,1,10,1,0,9,0,95
https://github.com/ATLANTBH/owl/blob/f808feae5b021ce37e7a937ab03bf3327be386ad/src/main/java/com/atlantbh/test/reporter/utils/services/ServicesUtils.java#L47-L51,ATLANTBH-owl-f808feae5b021ce37e7a937ab03bf3327be386ad-ServicesUtils-L47_L51,3,1,5,5,5,3,1,0,0,0,0,0,1,1,3,2,0,0,0,3,1,2,0,0,24
https://github.com/attoparser/attoparser/blob/e1049dcd8261fe315b679029e711a9f5ea03f1cc/src/main/java/org/attoparser/select/MarkupSelectorItems.java#L148-L149,attoparser-attoparser-e1049dcd8261fe315b679029e711a9f5ea03f1cc-MarkupSelectorItems-L148_L149,1,0,2,2,2,2,0,0,0,0,0,0,0,0,3,0,0,0,1,3,0,0,3,0,31
https://github.com/attoparser/attoparser/blob/e1049dcd8261fe315b679029e711a9f5ea03f1cc/src/main/java/org/attoparser/select/MarkupSelectorItems.java#L249-L255,attoparser-attoparser-e1049dcd8261fe315b679029e711a9f5ea03f1cc-MarkupSelectorItems-L249_L255,2,1,7,7,7,4,1,0,0,0,0,0,0,1,4,0,1,0,1,4,0,1,3,1,49
https://github.com/attoparser/attoparser/blob/e1049dcd8261fe315b679029e711a9f5ea03f1cc/src/main/java/org/attoparser/select/MarkupSelectorItems.java#L407-L417,attoparser-attoparser-e1049dcd8261fe315b679029e711a9f5ea03f1cc-MarkupSelectorItems-L407_L417,6,5,11,11,11,8,5,0,0,0,0,0,0,3,3,0,0,0,0,2,0,0,2,0,53
https://github.com/awslabs/aws-glue-catalog-sync-agent-for-hive/blob/2ba77e5718c5b1988e711fac37966b40665bc385/src/main/java/com/amazonaws/services/glue/catalog/HiveGlueCatalogSyncAgent.java#L371-L383,awslabs-aws-glue-catalog-sync-agent-for-hive-2ba77e5718c5b1988e711fac37966b40665bc385-HiveGlueCatalogSyncAgent-L371_L383,3,2,13,12,12,6,2,0,0,0,0,0,0,2,14,0,0,0,2,6,1,1,4,1,78
https://github.com/awslabs/aws-glue-catalog-sync-agent-for-hive/blob/2ba77e5718c5b1988e711fac37966b40665bc385/src/main/java/com/amazonaws/services/glue/catalog/HiveGlueCatalogSyncAgent.java#L408-L426,awslabs-aws-glue-catalog-sync-agent-for-hive-2ba77e5718c5b1988e711fac37966b40665bc385-HiveGlueCatalogSyncAgent-L408_L426,3,2,19,17,17,7,2,0,0,0,0,0,0,2,14,0,0,0,2,6,1,1,4,1,89
https://github.com/Azure/azure-functions-java-worker/blob/c92d38cdeb867f2f7e2ae9b2515c32c2ecfd1e41/src/main/java/com/microsoft/azure/functions/worker/binding/BindingDataStore.java#L103-L105,Azure-azure-functions-java-worker-c92d38cdeb867f2f7e2ae9b2515c32c2ecfd1e41-BindingDataStore-L104_L104,1,0,3,1,1,1,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,1,2,1,21
https://github.com/Azure-Samples/cassandra-proxy/blob/f184bcaa612808ad9348a629330cc6bc94c13105/src/main/java/com/microsoft/azure/cassandraproxy/ProxyClient.java#L246-L254,Azure-Samples-cassandra-proxy-f184bcaa612808ad9348a629330cc6bc94c13105-ProxyClient-L246_L254,2,1,9,9,9,5,1,0,0,0,0,0,0,1,12,0,0,0,1,6,4,0,2,5,65
https://github.com/albfernandez/itext2/blob/5ac684e2140a3d9a5b4c34dfd2639dcc87884ad0/src/main/java/com/lowagie/text/xml/simpleparser/SimpleXMLParser.java#L377-L383,albfernandez-itext2-5ac684e2140a3d9a5b4c34dfd2639dcc87884ad0-SimpleXMLParser-L377_L383,2,1,7,7,7,6,1,0,0,0,0,0,0,1,7,0,0,0,2,4,2,0,2,1,52
https://github.com/Azure-Samples/cassandra-proxy/blob/f184bcaa612808ad9348a629330cc6bc94c13105/src/main/java/com/microsoft/azure/cassandraproxy/Proxy.java#L346-L349,Azure-Samples-cassandra-proxy-f184bcaa612808ad9348a629330cc6bc94c13105-Proxy-L346_L349,2,1,4,4,4,3,1,0,0,0,0,0,0,1,2,0,0,0,1,4,1,0,3,1,37
https://github.com/ben-xo/cdjscrobbler/blob/921fe5394227f1f602174b7c8935697904128d53/src/main/java/am/xo/cdjscrobbler/UpdateListener.java#L99-L109,ben-xo-cdjscrobbler-921fe5394227f1f602174b7c8935697904128d53-UpdateListener-L99_L109,2,0,11,9,7,5,0,0,0,0,0,1,0,2,4,0,0,0,0,5,2,2,1,0,41
https://github.com/bkatwal/kafka-solr-sink-connector/blob/f0d022607f3d5419053bfb0c87a710fb37e00896/src/main/java/com/bkatwal/kafkaproject/service/PlainJsonDocMappersImpl.java#L103-L108,bkatwal-kafka-solr-sink-connector-f0d022607f3d5419053bfb0c87a710fb37e00896-PlainJsonDocMappersImpl-L103_L108,3,2,6,6,6,4,2,0,0,0,0,0,0,2,2,0,0,0,0,3,0,2,1,0,34
https://github.com/bkatwal/kafka-solr-sink-connector/blob/f0d022607f3d5419053bfb0c87a710fb37e00896/src/main/java/com/bkatwal/kafkaproject/service/SolrServiceImpl.java#L139-L144,bkatwal-kafka-solr-sink-connector-f0d022607f3d5419053bfb0c87a710fb37e00896-SolrServiceImpl-L139_L144,3,2,6,6,6,4,2,0,0,0,0,0,0,2,2,0,0,0,0,3,0,2,1,0,34
https://github.com/blackbeard334/djoom3/blob/64362645420c99ac621b051a678de96883e2a329/src/main/java/neo/idlib/math/Simd_Generic.java#L1286-L1294,blackbeard334-djoom3-64362645420c99ac621b051a678de96883e2a329-Simd_Generic-L1286_L1294,2,0,9,9,9,8,0,0,0,0,1,0,0,1,0,1,0,0,0,8,0,0,8,0,159
https://github.com/blackbeard334/djoom3/blob/64362645420c99ac621b051a678de96883e2a329/src/main/java/neo/idlib/math/Simd_Generic.java#L1308-L1316,blackbeard334-djoom3-64362645420c99ac621b051a678de96883e2a329-Simd_Generic-L1308_L1316,2,0,9,9,9,8,0,0,0,0,1,0,0,1,0,0,0,0,0,8,0,0,8,0,253
https://github.com/blackbeard334/djoom3/blob/64362645420c99ac621b051a678de96883e2a329/src/main/java/neo/Renderer/Model_lwo.java#L2980-L2997,blackbeard334-djoom3-64362645420c99ac621b051a678de96883e2a329-Model_lwo-L2980_L2997,7,6,18,18,18,12,6,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,2,0,104
https://github.com/blackbeard334/djoom3/blob/64362645420c99ac621b051a678de96883e2a329/src/main/java/neo/Tools/Compilers/AAS/AASReach.java#L542-L546,blackbeard334-djoom3-64362645420c99ac621b051a678de96883e2a329-AASReach-L542_L546,1,0,5,5,5,5,0,0,0,0,0,0,0,0,1,0,0,0,0,11,0,0,11,0,56
https://github.com/blackbeard334/djoom3/blob/64362645420c99ac621b051a678de96883e2a329/src/main/java/neo/Tools/Compilers/AAS/AASReach.java#L575-L587,blackbeard334-djoom3-64362645420c99ac621b051a678de96883e2a329-AASReach-L575_L587,4,2,13,13,13,11,2,0,0,0,0,0,1,2,4,0,0,0,0,9,0,0,9,0,95
https://github.com/blackbeard334/djoom3/blob/64362645420c99ac621b051a678de96883e2a329/src/main/java/neo/ui/EditWindow.java#L287-L300,blackbeard334-djoom3-64362645420c99ac621b051a678de96883e2a329-EditWindow-L287_L300,7,2,14,13,12,7,2,0,0,0,2,0,2,2,1,0,0,0,0,4,3,0,1,1,62
https://github.com/blackbeard334/djoom3/blob/64362645420c99ac621b051a678de96883e2a329/src/main/java/neo/ui/Window.java#L1599-L1604,blackbeard334-djoom3-64362645420c99ac621b051a678de96883e2a329-Window-L1599_L1604,4,2,6,6,6,4,2,0,0,0,0,0,1,1,1,2,0,0,0,3,1,0,2,0,29
https://github.com/blackbeard334/djoom3/blob/64362645420c99ac621b051a678de96883e2a329/src/main/java/neo/ui/Window.java#L1660-L1666,blackbeard334-djoom3-64362645420c99ac621b051a678de96883e2a329-Window-L1660_L1666,3,2,7,7,7,5,2,0,0,0,0,0,0,2,2,1,0,0,0,5,3,1,1,0,45
https://github.com/Blazemeter/xtn5250/blob/240e00411e0c21995e87f5a36dd0f6fee2929af8/src/main/java/net/infordata/em/crt5250/XI5250CrtFrame.java#L158-L165,Blazemeter-xtn5250-240e00411e0c21995e87f5a36dd0f6fee2929af8-XI5250CrtFrame-L158_L165,3,1,8,8,8,5,1,0,0,0,0,0,1,2,1,0,0,0,0,3,3,0,0,0,23
